batch,n_samples,drift_type,drift_factor_tau,drift_factor_g,HYBRID_auc_clean,HYBRID_auc_corrupt,HYBRID_brier_clean,HYBRID_brier_corrupt,HYBRID_ece_clean,HYBRID_ece_corrupt,HYBRID_risk_stable,HYBRID_risk_border,HYBRID_risk_critical,HYBRID_confidence_mean,HYBRID_conf_coverage,HYBRID_conf_singleton,HYBRID_conf_ambiguous,SVM_auc_clean,SVM_auc_corrupt,SVM_brier_clean,SVM_brier_corrupt,SVM_ece_clean,SVM_ece_corrupt,SVM_risk_stable,SVM_risk_border,SVM_risk_critical,SVM_confidence_mean,SVM_conf_coverage,SVM_conf_singleton,SVM_conf_ambiguous,RF_auc_clean,RF_auc_corrupt,RF_brier_clean,RF_brier_corrupt,RF_ece_clean,RF_ece_corrupt,RF_risk_stable,RF_risk_border,RF_risk_critical,RF_confidence_mean,RF_conf_coverage,RF_conf_singleton,RF_conf_ambiguous,LGBM_auc_clean,LGBM_auc_corrupt,LGBM_brier_clean,LGBM_brier_corrupt,LGBM_ece_clean,LGBM_ece_corrupt,LGBM_risk_stable,LGBM_risk_border,LGBM_risk_critical,LGBM_confidence_mean,LGBM_conf_coverage,LGBM_conf_singleton,LGBM_conf_ambiguous,HYBRID_rolling_auc,HYBRID_rolling_ece,HYBRID_rolling_brier,HYBRID_rolling_confidence,HYBRID_rolling_coverage,SVM_rolling_auc,SVM_rolling_ece,SVM_rolling_brier,SVM_rolling_confidence,SVM_rolling_coverage,RF_rolling_auc,RF_rolling_ece,RF_rolling_brier,RF_rolling_confidence,RF_rolling_coverage,LGBM_rolling_auc,LGBM_rolling_ece,LGBM_rolling_brier,LGBM_rolling_confidence,LGBM_rolling_coverage,feature_psi,feature_kl,recalibration_alert,cusum_brier,cusum_confidence,page_hinkley_brier,page_hinkley_confidence
38,100,none,1.0,1.0,1.0,0.9257,0.0,0.0643,0.0006,0.0654,34,0,66,0.9954,0.93,1.0,0.0,0.9982,0.9127,0.0093,0.0801,0.0078,0.0781,31,0,69,0.9981,0.92,1.0,0.0,1.0,0.8969,0.0,0.1042,0.0,0.0971,34,0,66,0.9871,0.89,1.0,0.0,1.0,0.9009,0.0007,0.0966,0.0027,0.0991,32,4,64,0.9891,0.89,1.0,0.0,0.9366,0.0758,0.0738,0.9924,0.922,0.9228,0.1084,0.1031,0.9893,0.891,0.9248,0.0831,0.0854,0.9855,0.905,0.9115,0.0989,0.0956,0.9878,0.891,0.1092,0.0549,False,0.0102,0.0089,0.0466,0.0135
39,100,none,1.0,1.0,1.0,0.8726,0.0,0.1105,0.0002,0.1108,34,0,66,0.996,0.89,1.0,0.0,1.0,0.8899,0.0001,0.1229,0.0021,0.1255,39,1,60,0.9916,0.87,1.0,0.0,1.0,0.8905,0.0,0.1042,0.0,0.0971,34,0,66,0.9871,0.89,1.0,0.0,1.0,0.9412,0.0,0.0732,0.0,0.0683,40,5,55,0.9844,0.92,1.0,0.0,0.9327,0.0779,0.0758,0.993,0.921,0.9221,0.1064,0.1012,0.9892,0.892,0.9206,0.0835,0.0866,0.986,0.905,0.914,0.0971,0.094,0.9875,0.892,0.0804,0.0397,False,0.0149,0.0081,0.0513,0.0126
40,100,gradual,1.0,1.0,1.0,0.9676,0.0,0.0483,0.0002,0.0474,40,0,60,0.9974,0.95,1.0,0.0,1.0,0.9603,0.0,0.063,0.001,0.0694,35,2,63,0.9881,0.94,1.0,0.0,1.0,0.9447,0.0,0.0666,0.0,0.0657,42,0,58,0.9957,0.93,1.0,0.0,1.0,0.9281,0.0,0.0706,0.0,0.0725,40,0,60,0.9975,0.93,1.0,0.0,0.9352,0.075,0.0734,0.9936,0.923,0.9235,0.1069,0.1013,0.9888,0.892,0.9214,0.0844,0.0869,0.9868,0.905,0.9127,0.095,0.0918,0.9889,0.896,0.0712,0.0359,False,0.0173,0.0066,0.0535,0.0112
41,100,gradual,1.0063,1.0,1.0,0.9417,0.0,0.0664,0.0002,0.0628,24,0,76,0.9928,0.93,1.0,0.0,1.0,0.8424,0.0001,0.1284,0.0023,0.1276,30,0,70,0.9976,0.87,1.0,0.0,1.0,0.8876,0.0,0.1042,0.0,0.0971,28,0,72,0.9871,0.89,1.0,0.0,1.0,0.9089,0.0,0.0753,0.0,0.0773,28,1,71,0.9973,0.92,1.0,0.0,0.9337,0.0747,0.0735,0.9932,0.923,0.9143,0.1081,0.1034,0.9902,0.891,0.9168,0.0858,0.0887,0.9872,0.904,0.9122,0.0933,0.0902,0.9896,0.898,0.0921,0.0462,False,0.0197,0.0056,0.0557,0.0102
42,100,gradual,1.0125,1.0,1.0,0.957,0.0,0.0565,0.0003,0.0528,38,0,62,0.9874,0.94,1.0,0.0,1.0,0.8661,0.0001,0.1453,0.0029,0.1485,42,1,57,0.9944,0.85,1.0,0.0,1.0,0.9623,0.0005,0.0566,0.0021,0.0539,39,0,61,0.9818,0.93,1.0,0.0,1.0,0.8795,0.0106,0.1221,0.0145,0.1191,39,4,57,0.9891,0.87,1.0,0.0,0.9372,0.0709,0.0705,0.9931,0.926,0.9109,0.1077,0.1032,0.9906,0.891,0.9199,0.0857,0.0879,0.9869,0.904,0.916,0.0911,0.0883,0.9894,0.9,0.0837,0.0421,False,0.0192,0.0047,0.0548,0.0093
43,100,gradual,1.0188,1.0,1.0,0.9407,0.005,0.0598,0.0073,0.0584,25,0,75,0.9884,0.93,1.0,0.0,1.0,0.9387,0.0,0.09,0.001,0.0891,29,0,71,0.9991,0.91,1.0,0.0,0.9997,0.9389,0.0067,0.0804,0.0068,0.075,27,0,73,0.985,0.91,1.0,0.0,1.0,0.9262,0.0053,0.0809,0.0077,0.0862,29,2,69,0.9929,0.91,1.0,0.0,0.9325,0.0749,0.0752,0.9929,0.92,0.9074,0.1111,0.1071,0.9912,0.888,0.9182,0.0889,0.0926,0.9867,0.898,0.9124,0.0931,0.0911,0.9905,0.899,0.1379,0.0689,False,0.0233,0.0039,0.0584,0.0086
44,100,gradual,1.025,1.0,1.0,0.9469,0.0208,0.0904,0.0246,0.0912,33,0,67,0.9946,0.91,1.0,0.0,1.0,0.8884,0.0098,0.14,0.0135,0.142,36,0,64,0.9953,0.86,1.0,0.0,0.9987,0.9353,0.0194,0.077,0.0193,0.0707,33,0,67,0.9807,0.91,1.0,0.0,0.9994,0.9334,0.0075,0.079,0.0009,0.0864,39,3,58,0.9901,0.92,1.0,0.0,0.9339,0.077,0.0771,0.9934,0.919,0.9021,0.116,0.1126,0.9923,0.884,0.9175,0.0907,0.0938,0.9865,0.896,0.9104,0.0944,0.0923,0.9911,0.9,0.0922,0.046,False,0.0294,0.0027,0.0637,0.0074
45,100,gradual,1.0312,1.0,1.0,0.9048,0.0315,0.1158,0.0438,0.1204,34,0,66,0.9904,0.87,1.0,0.0,1.0,0.9181,0.0003,0.0807,0.0028,0.0841,37,4,59,0.9826,0.92,1.0,0.0,0.9949,0.9056,0.0389,0.1203,0.0386,0.1121,35,0,65,0.9721,0.86,1.0,0.0,1.0,0.9296,0.0111,0.1015,0.0169,0.1105,43,4,53,0.987,0.88,1.0,0.0,0.9309,0.0795,0.0793,0.993,0.916,0.9007,0.1146,0.1116,0.992,0.886,0.9129,0.0948,0.0989,0.9846,0.89,0.9104,0.097,0.0945,0.9904,0.897,0.139,0.0682,False,0.0376,0.0019,0.0709,0.0066
46,100,gradual,1.0375,1.0,1.0,0.9341,0.0,0.094,0.0003,0.0972,33,0,67,0.9873,0.9,1.0,0.0,1.0,0.8163,0.0024,0.1896,0.0076,0.1935,40,0,60,0.9939,0.81,1.0,0.0,1.0,0.9391,0.0014,0.074,0.0064,0.066,32,1,67,0.976,0.91,1.0,0.0,1.0,0.8844,0.0264,0.13,0.0364,0.1275,37,7,56,0.9788,0.86,1.0,0.0,0.9305,0.0796,0.0794,0.9927,0.916,0.8953,0.1178,0.115,0.9924,0.883,0.9131,0.091,0.0964,0.9838,0.893,0.9109,0.0979,0.0953,0.9894,0.896,0.1021,0.0508,False,0.046,0.0013,0.078,0.0062
47,100,gradual,1.0437,1.0,1.0,0.931,0.0156,0.0757,0.0219,0.0796,41,0,59,0.9868,0.92,1.0,0.0,1.0,0.8656,0.0006,0.1774,0.0045,0.1821,42,1,57,0.9921,0.81,1.0,0.0,0.9988,0.9357,0.0194,0.0676,0.0193,0.0615,35,1,64,0.9789,0.92,1.0,0.0,1.0,0.9543,0.0015,0.0581,0.0055,0.0536,38,6,56,0.9836,0.93,1.0,0.0,0.9322,0.0786,0.0782,0.9917,0.917,0.8898,0.124,0.1217,0.9933,0.876,0.9237,0.0796,0.0855,0.9832,0.904,0.9186,0.09,0.0887,0.989,0.903,0.1163,0.0585,False,0.0531,0.0018,0.0837,0.0066
48,100,gradual,1.05,1.0,1.0,0.9554,0.0147,0.0563,0.0169,0.0548,28,0,72,0.9896,0.94,1.0,0.0,1.0,0.8385,0.0001,0.1728,0.0014,0.177,34,1,65,0.9928,0.83,1.0,0.0,0.9839,0.9407,0.0166,0.0646,0.0157,0.055,31,0,69,0.985,0.93,1.0,0.0,0.9998,0.9143,0.006,0.086,0.0045,0.0845,33,2,65,0.9945,0.91,1.0,0.0,0.9352,0.0775,0.0774,0.9911,0.918,0.8824,0.1339,0.131,0.9927,0.867,0.928,0.0754,0.0816,0.9829,0.908,0.92,0.0886,0.0877,0.9895,0.905,0.1082,0.054,False,0.0595,0.0029,0.0884,0.0077
49,100,gradual,1.0562,1.0,0.9987,0.9737,0.0181,0.0556,0.0287,0.0518,32,0,68,0.9918,0.94,1.0,0.0,0.9996,0.8777,0.0099,0.1273,0.0144,0.1302,35,0,65,0.9946,0.87,1.0,0.0,0.9973,0.9296,0.0249,0.0733,0.0267,0.0714,32,0,68,0.9914,0.92,1.0,0.0,0.998,0.893,0.0181,0.0913,0.0136,0.0918,29,3,68,0.9918,0.9,1.0,0.0,0.9453,0.0716,0.0719,0.9906,0.923,0.8812,0.1344,0.1314,0.993,0.867,0.932,0.0728,0.0785,0.9834,0.911,0.9152,0.0909,0.0895,0.9903,0.903,0.1613,0.0807,False,0.0603,0.0044,0.0876,0.0092
50,100,gradual,1.0625,1.0,1.0,0.9691,0.0146,0.0674,0.0171,0.0694,32,0,68,0.9933,0.93,1.0,0.0,1.0,0.9028,0.009,0.1213,0.0116,0.1307,27,3,70,0.9819,0.86,1.0,0.0,0.9852,0.8707,0.0176,0.1146,0.0114,0.105,31,0,69,0.985,0.88,1.0,0.0,0.9996,0.8932,0.0068,0.0922,0.0018,0.0982,31,3,66,0.9918,0.91,1.0,0.0,0.9454,0.0738,0.0738,0.9902,0.921,0.8755,0.1405,0.1373,0.9924,0.859,0.9246,0.0768,0.0833,0.9823,0.906,0.9117,0.0935,0.0916,0.9897,0.901,0.1541,0.0756,False,0.0631,0.0064,0.0886,0.011
51,100,gradual,1.0688,1.0,1.0,0.9729,0.0195,0.0641,0.0203,0.0651,39,0,61,0.9951,0.93,1.0,0.0,0.9963,0.9011,0.0225,0.1469,0.0243,0.1536,37,2,61,0.988,0.84,1.0,0.0,0.9988,0.9524,0.0153,0.0665,0.0132,0.0629,38,0,62,0.9829,0.92,1.0,0.0,0.9908,0.9319,0.0213,0.0859,0.0218,0.0918,45,3,52,0.9918,0.9,1.0,0.0,0.9486,0.0741,0.0736,0.9905,0.921,0.8813,0.1431,0.1391,0.9915,0.856,0.931,0.0734,0.0795,0.9819,0.909,0.914,0.095,0.0927,0.9891,0.899,0.1779,0.0879,False,0.0656,0.0081,0.0892,0.0126
52,100,gradual,1.075,1.0,0.9978,0.9871,0.0217,0.0535,0.0278,0.0589,31,0,69,0.9889,0.93,1.0,0.0,0.9969,0.9479,0.0245,0.0793,0.0281,0.0815,36,0,64,0.9959,0.92,1.0,0.0,0.9973,0.9225,0.0204,0.0832,0.015,0.0786,26,0,74,0.9786,0.9,1.0,0.0,0.9993,0.9124,0.0166,0.0922,0.0197,0.0901,34,4,62,0.9881,0.9,1.0,0.0,0.9516,0.0747,0.0733,0.9906,0.92,0.8895,0.1364,0.1325,0.9916,0.863,0.927,0.0758,0.0821,0.9816,0.906,0.9173,0.0921,0.0897,0.989,0.902,0.1233,0.0613,False,0.0679,0.0097,0.0895,0.0139
53,100,gradual,1.0813,1.0,1.0,0.9132,0.0237,0.0945,0.0262,0.098,24,0,76,0.9936,0.9,1.0,0.0,0.9985,0.8695,0.0102,0.1393,0.0118,0.1403,26,0,74,0.9975,0.86,1.0,0.0,0.9814,0.8869,0.0228,0.107,0.0236,0.1007,24,0,76,0.9807,0.88,1.0,0.0,0.9573,0.8963,0.03,0.0809,0.03,0.0754,22,5,73,0.9854,0.91,1.0,0.0,0.9488,0.0786,0.0767,0.9911,0.917,0.8826,0.1415,0.1375,0.9915,0.858,0.9218,0.0784,0.0848,0.9811,0.903,0.9143,0.091,0.0897,0.9883,0.902,0.1643,0.0827,False,0.0735,0.0107,0.0931,0.0148
54,100,gradual,1.0875,1.0,0.9773,0.8893,0.0269,0.1167,0.033,0.1164,28,0,72,0.9864,0.87,1.0,0.0,0.9974,0.8842,0.0294,0.13,0.0358,0.1345,30,1,69,0.9875,0.86,1.0,0.0,0.9822,0.9251,0.0308,0.0779,0.0229,0.0664,30,0,70,0.9764,0.91,1.0,0.0,0.9843,0.8443,0.0372,0.1596,0.0436,0.1662,32,5,63,0.9839,0.82,1.0,0.0,0.9431,0.0812,0.0794,0.9903,0.913,0.8822,0.1407,0.1365,0.9907,0.858,0.9208,0.078,0.0849,0.9807,0.903,0.9054,0.099,0.0978,0.9877,0.892,0.1849,0.0928,False,0.0819,0.0126,0.0991,0.0164
55,100,gradual,1.0938,1.0,0.9906,0.891,0.0444,0.1258,0.057,0.1235,31,0,69,0.9835,0.86,1.0,0.0,0.9961,0.9436,0.0321,0.098,0.0409,0.1033,37,1,62,0.9832,0.89,1.0,0.0,0.9665,0.8958,0.0513,0.1077,0.0473,0.1033,30,1,69,0.9781,0.88,1.0,0.0,0.9695,0.9093,0.0426,0.0972,0.0436,0.103,33,6,61,0.983,0.88,1.0,0.0,0.9417,0.0815,0.0804,0.9896,0.912,0.8847,0.1427,0.1382,0.9907,0.855,0.9198,0.0771,0.0836,0.9813,0.905,0.9033,0.0982,0.0973,0.9873,0.892,0.3509,0.1766,True,0.0912,0.0152,0.106,0.0186
56,100,gradual,1.1,1.0,1.0,0.9617,0.0778,0.1262,0.0925,0.1353,24,0,76,0.9703,0.84,1.0,0.0,0.9971,0.8923,0.0418,0.1543,0.0533,0.1586,31,2,67,0.9886,0.83,1.0,0.0,0.9704,0.9096,0.0765,0.1388,0.0864,0.1521,26,0,74,0.9721,0.82,1.0,0.0,0.9721,0.9062,0.0424,0.0891,0.0362,0.0873,33,6,61,0.9827,0.91,1.0,0.0,0.9444,0.0853,0.0836,0.9879,0.906,0.8923,0.1392,0.1347,0.9902,0.857,0.9169,0.0857,0.0901,0.9809,0.896,0.9055,0.0942,0.0932,0.9877,0.897,0.2226,0.1111,False,0.1038,0.0194,0.1158,0.0225
57,100,gradual,1.1062,1.0,0.9911,0.8819,0.0651,0.1246,0.0833,0.1389,20,0,80,0.9789,0.84,1.0,0.0,0.9987,0.9403,0.0125,0.0636,0.0197,0.0703,31,1,68,0.9895,0.94,1.0,0.0,0.9768,0.8817,0.0766,0.1474,0.0875,0.1521,26,0,74,0.9721,0.82,1.0,0.0,0.9991,0.8966,0.0103,0.0926,0.0082,0.0936,27,6,67,0.9836,0.89,1.0,0.0,0.9395,0.0912,0.0885,0.9871,0.898,0.8998,0.128,0.1233,0.99,0.87,0.9115,0.0948,0.0981,0.9802,0.886,0.8998,0.0982,0.0967,0.9877,0.893,0.2566,0.1307,True,0.1212,0.0245,0.1302,0.0271
58,100,gradual,1.1125,1.0,0.9987,0.925,0.0346,0.1318,0.0434,0.1409,32,0,68,0.9796,0.84,1.0,0.0,0.99,0.8671,0.0468,0.1531,0.0521,0.1595,34,2,64,0.9891,0.85,1.0,0.0,0.9969,0.9783,0.0322,0.0698,0.0329,0.0807,34,0,66,0.9807,0.9,1.0,0.0,0.9912,0.9292,0.0126,0.0728,0.0187,0.0664,35,5,60,0.9864,0.92,1.0,0.0,0.9365,0.0998,0.096,0.9861,0.888,0.9026,0.1262,0.1213,0.9896,0.872,0.9153,0.0973,0.0986,0.9798,0.883,0.9012,0.0964,0.0954,0.9869,0.894,0.2325,0.1158,False,0.1462,0.0306,0.1517,0.0325
59,100,gradual,1.1187,1.0,1.0,0.9803,0.0281,0.0531,0.0331,0.0555,34,0,66,0.9855,0.93,1.0,0.0,1.0,0.9058,0.0007,0.1115,0.0046,0.1129,35,1,64,0.9953,0.89,1.0,0.0,0.9831,0.9329,0.0304,0.0774,0.025,0.0686,32,0,68,0.9786,0.91,1.0,0.0,0.9831,0.8702,0.0412,0.1419,0.046,0.1464,38,5,57,0.9864,0.84,1.0,0.0,0.9372,0.1002,0.0958,0.9855,0.887,0.9055,0.1245,0.1197,0.9897,0.874,0.9156,0.097,0.099,0.9785,0.882,0.899,0.1018,0.1004,0.9863,0.888,0.1871,0.0939,False,0.171,0.0372,0.1725,0.0385
60,100,gradual,1.125,1.0,0.9773,0.9021,0.0672,0.1466,0.0771,0.147,35,0,65,0.987,0.84,1.0,0.0,0.9916,0.8882,0.0535,0.149,0.0586,0.1519,39,1,60,0.9934,0.85,1.0,0.0,0.9578,0.8846,0.068,0.1289,0.0729,0.1286,30,0,70,0.9786,0.85,1.0,0.0,0.9857,0.8907,0.019,0.1037,0.0158,0.112,36,3,61,0.988,0.9,1.0,0.0,0.9305,0.108,0.1037,0.9849,0.878,0.904,0.1266,0.1225,0.9908,0.873,0.917,0.0994,0.1005,0.9779,0.879,0.8987,0.1032,0.1016,0.9859,0.887,0.266,0.1331,True,0.2036,0.0445,0.2007,0.0449
61,100,gradual,1.1313,1.0,0.9983,0.8964,0.0685,0.1293,0.0801,0.1367,26,0,74,0.9767,0.84,1.0,0.0,0.9975,0.9223,0.028,0.1102,0.0309,0.1181,32,2,66,0.986,0.88,1.0,0.0,0.9847,0.8956,0.066,0.1303,0.0786,0.1386,26,0,74,0.9786,0.84,1.0,0.0,0.972,0.9389,0.0301,0.0606,0.028,0.0627,33,1,66,0.9972,0.94,1.0,0.0,0.9228,0.1151,0.1102,0.983,0.869,0.9061,0.1231,0.1188,0.9906,0.877,0.9113,0.107,0.1068,0.9774,0.871,0.8994,0.1003,0.0991,0.9865,0.891,0.259,0.1302,True,0.2428,0.0537,0.2348,0.0531
62,100,gradual,1.1375,1.0,0.9831,0.8542,0.0625,0.1447,0.0741,0.1472,26,0,74,0.9858,0.84,1.0,0.0,0.9952,0.9089,0.0473,0.1435,0.0545,0.144,32,1,67,0.994,0.85,1.0,0.0,0.9766,0.898,0.0634,0.1232,0.0763,0.135,25,0,75,0.985,0.85,1.0,0.0,0.9499,0.9299,0.0422,0.069,0.0482,0.0664,31,6,63,0.9836,0.93,1.0,0.0,0.9095,0.1239,0.1193,0.9827,0.86,0.9022,0.1293,0.1252,0.9904,0.87,0.9088,0.1126,0.1108,0.9781,0.866,0.9012,0.0979,0.0967,0.986,0.894,0.3055,0.1541,True,0.291,0.0631,0.2773,0.0615
63,100,gradual,1.1438,1.0,0.9996,0.8859,0.0261,0.1038,0.0322,0.0998,29,0,71,0.9798,0.88,1.0,0.0,0.9957,0.8876,0.0245,0.1109,0.0321,0.123,34,3,63,0.982,0.87,1.0,0.0,0.9839,0.8955,0.0299,0.1164,0.0271,0.11,27,0,73,0.97,0.86,1.0,0.0,0.9766,0.9258,0.0334,0.0728,0.0328,0.0664,32,5,63,0.9864,0.92,1.0,0.0,0.9068,0.1241,0.1203,0.9814,0.858,0.904,0.1276,0.1224,0.9889,0.871,0.9097,0.1135,0.1118,0.977,0.864,0.9041,0.097,0.0959,0.9861,0.895,0.3081,0.1551,True,0.3403,0.0739,0.32,0.071
64,100,gradual,1.15,1.0,0.9955,0.9313,0.0683,0.1071,0.0771,0.1087,22,0,78,0.9787,0.87,1.0,0.0,0.9973,0.889,0.025,0.1194,0.0309,0.1224,30,1,69,0.9946,0.88,1.0,0.0,0.9439,0.8844,0.0783,0.1169,0.0846,0.1079,23,0,77,0.9679,0.86,1.0,0.0,0.96,0.8976,0.0383,0.101,0.0336,0.0983,32,4,64,0.9883,0.89,1.0,0.0,0.911,0.1234,0.1193,0.9806,0.858,0.9045,0.1264,0.1214,0.9896,0.873,0.9056,0.1177,0.1157,0.9762,0.859,0.9094,0.0902,0.0901,0.9866,0.902,0.2998,0.1502,True,0.3885,0.0855,0.361,0.0811
65,100,gradual,1.1562,1.0,0.9925,0.9195,0.0532,0.1059,0.0609,0.111,19,0,81,0.991,0.88,1.0,0.0,0.9877,0.9408,0.0418,0.0632,0.05,0.0757,20,4,76,0.9802,0.92,1.0,0.0,0.9907,0.9149,0.05,0.0946,0.056,0.0986,17,0,83,0.9786,0.88,1.0,0.0,0.9355,0.892,0.0463,0.1085,0.0388,0.1134,26,5,69,0.9848,0.88,1.0,0.0,0.9138,0.1221,0.1173,0.9813,0.86,0.9042,0.1236,0.1179,0.9893,0.876,0.9076,0.1172,0.1144,0.9762,0.859,0.9077,0.0913,0.0912,0.9867,0.902,0.4097,0.2064,True,0.4348,0.0963,0.3993,0.0904
66,100,gradual,1.1625,1.0,0.9768,0.9683,0.0995,0.1377,0.1167,0.1483,22,0,78,0.9783,0.83,1.0,0.0,0.9871,0.8526,0.0521,0.1576,0.0561,0.1642,27,2,71,0.9884,0.84,1.0,0.0,0.9565,0.902,0.0984,0.1327,0.1143,0.1443,22,0,78,0.9743,0.83,1.0,0.0,0.973,0.9039,0.0251,0.0723,0.0342,0.0777,27,3,70,0.9913,0.93,1.0,0.0,0.9145,0.1234,0.1185,0.9821,0.859,0.9003,0.1242,0.1182,0.9892,0.877,0.9068,0.1164,0.1138,0.9764,0.86,0.9075,0.0903,0.0895,0.9876,0.904,0.5706,0.2824,True,0.4822,0.1064,0.4382,0.0987
67,100,gradual,1.1687,1.0,0.993,0.9508,0.0501,0.1169,0.0513,0.1176,24,0,76,0.9876,0.87,1.0,0.0,0.9736,0.8908,0.0588,0.1083,0.0592,0.1094,32,0,68,0.9909,0.89,1.0,0.0,0.9662,0.927,0.0465,0.0878,0.0429,0.0832,24,0,76,0.9732,0.89,1.0,0.0,0.9701,0.8758,0.0283,0.1126,0.0236,0.1136,28,6,66,0.9836,0.87,1.0,0.0,0.9214,0.1213,0.1177,0.983,0.862,0.8953,0.1281,0.1227,0.9894,0.872,0.9113,0.1096,0.1078,0.9766,0.867,0.9054,0.0923,0.0915,0.9876,0.902,0.419,0.2109,True,0.5289,0.1156,0.4757,0.106
68,100,gradual,1.175,1.0,0.9955,0.8164,0.0684,0.2008,0.0767,0.1982,28,0,72,0.9882,0.79,1.0,0.0,0.9845,0.8886,0.0479,0.1395,0.0552,0.1539,31,5,64,0.9741,0.83,1.0,0.0,0.9733,0.8831,0.0646,0.1303,0.0686,0.1221,34,0,66,0.9721,0.85,1.0,0.0,0.9653,0.8362,0.0428,0.1605,0.0364,0.1586,34,7,59,0.9787,0.83,1.0,0.0,0.9105,0.127,0.1246,0.9839,0.857,0.8975,0.1276,0.1213,0.9879,0.87,0.9018,0.1137,0.1138,0.9757,0.862,0.8961,0.1015,0.1003,0.9868,0.893,0.304,0.1526,True,0.5824,0.1239,0.5194,0.1123
69,100,gradual,1.1812,1.0,0.9755,0.8997,0.074,0.1484,0.0799,0.1491,26,0,74,0.9891,0.84,1.0,0.0,0.9568,0.8463,0.091,0.1999,0.0965,0.1963,27,2,71,0.9863,0.79,1.0,0.0,0.9541,0.9104,0.0632,0.1279,0.0586,0.13,28,0,72,0.97,0.84,1.0,0.0,0.951,0.8832,0.0536,0.115,0.0436,0.1018,30,8,62,0.9782,0.88,1.0,0.0,0.9025,0.1364,0.1341,0.9842,0.848,0.8915,0.1359,0.1301,0.987,0.86,0.8996,0.1198,0.1189,0.9748,0.855,0.8974,0.0971,0.0976,0.986,0.897,0.3764,0.1889,True,0.6455,0.1318,0.5717,0.1182
70,100,gradual,1.1875,1.0,0.9891,0.9184,0.0978,0.161,0.111,0.1718,21,0,79,0.9818,0.81,1.0,0.0,0.9813,0.8127,0.0747,0.1972,0.083,0.1952,22,2,76,0.9794,0.8,1.0,0.0,0.947,0.877,0.0936,0.1497,0.1,0.1579,19,0,81,0.9679,0.81,1.0,0.0,0.9525,0.855,0.0505,0.1288,0.0435,0.1209,27,7,66,0.9809,0.86,1.0,0.0,0.9041,0.1388,0.1356,0.9837,0.845,0.884,0.1402,0.135,0.9856,0.855,0.8988,0.1228,0.121,0.9738,0.851,0.8938,0.098,0.1001,0.9853,0.893,0.4399,0.2213,True,0.71,0.1403,0.6248,0.1245
71,100,gradual,1.1938,1.0,0.9745,0.9261,0.0812,0.1454,0.0907,0.1376,24,0,76,0.9776,0.84,1.0,0.0,0.962,0.8733,0.0858,0.1383,0.0942,0.1416,30,2,68,0.9893,0.86,1.0,0.0,0.9824,0.9382,0.0666,0.086,0.0775,0.0821,29,0,71,0.9721,0.89,1.0,0.0,0.9847,0.9083,0.0236,0.0941,0.0136,0.0935,32,7,61,0.9769,0.9,1.0,0.0,0.9071,0.1389,0.1372,0.9838,0.845,0.8791,0.1426,0.1378,0.9859,0.853,0.903,0.1171,0.1166,0.9731,0.856,0.8908,0.1011,0.1035,0.9833,0.889,0.4756,0.2376,True,0.7762,0.1487,0.6786,0.1306
72,100,gradual,1.2,1.0,0.9796,0.9316,0.0891,0.121,0.1001,0.1175,40,0,60,0.9775,0.86,1.0,0.0,0.964,0.7942,0.0924,0.2641,0.0973,0.2692,31,0,69,0.9888,0.73,1.0,0.0,0.9552,0.8936,0.0903,0.1474,0.0986,0.1521,36,0,64,0.9721,0.82,1.0,0.0,0.9604,0.931,0.0574,0.0826,0.0368,0.0627,35,12,53,0.9673,0.91,1.0,0.0,0.9148,0.136,0.1348,0.983,0.847,0.8676,0.1551,0.1498,0.9854,0.841,0.9026,0.1188,0.119,0.9718,0.853,0.8909,0.1007,0.1048,0.9816,0.887,0.398,0.1994,True,0.8399,0.1578,0.7293,0.1375
73,100,gradual,1.2063,1.0,0.9647,0.8616,0.0898,0.1491,0.0953,0.1575,23,0,77,0.9775,0.82,1.0,0.0,0.9466,0.8336,0.1032,0.1543,0.1077,0.1589,22,1,77,0.9906,0.84,1.0,0.0,0.9371,0.848,0.0775,0.1674,0.085,0.1721,23,0,77,0.9721,0.8,1.0,0.0,0.9509,0.9104,0.0443,0.0965,0.0309,0.0952,24,9,67,0.9717,0.88,1.0,0.0,0.9124,0.1417,0.1393,0.9827,0.841,0.8622,0.1587,0.1542,0.9863,0.838,0.8979,0.125,0.1241,0.972,0.847,0.8893,0.1036,0.1072,0.9802,0.883,0.5897,0.2959,True,0.9082,0.1673,0.7837,0.1445
74,100,gradual,1.2125,1.0,0.9908,0.9242,0.0828,0.1269,0.0901,0.1356,21,0,79,0.9756,0.85,1.0,0.0,0.9821,0.9203,0.087,0.1293,0.0885,0.135,32,1,67,0.9902,0.86,1.0,0.0,0.9874,0.8826,0.0702,0.1316,0.0757,0.1293,17,0,83,0.9593,0.83,1.0,0.0,0.9655,0.9391,0.0413,0.0667,0.0356,0.0612,23,8,69,0.9769,0.92,1.0,0.0,0.9117,0.1444,0.1413,0.9824,0.839,0.8653,0.1599,0.1552,0.9858,0.836,0.8977,0.1272,0.1255,0.9712,0.844,0.8935,0.0999,0.1038,0.979,0.886,0.3813,0.1915,True,0.9784,0.1771,0.8393,0.1517
